id,text,oracle
,"PS - I’m not using the gapi client library or any library because I’m trying to program the application to be able to hit any API endpoint, not just Google’s.",Neutral
,I have table structure dynamic add row option.,Neutral
,"Yes, your fix is the addition of This is because the CartProduct is the owning entity and is the keeper of the foreignKey.",Neutral
,The above statement sets the FK.,Neutral
,This means that only the class is doing the persisting.,Neutral
,This tells JPA to create a FK in the table.,Neutral
,"This tells JPA to cascade certain operations when they are done to , in this case the operation.",Neutral
,You should have SQL statements printed and examine the differences with different configurations and test cases.,Neutral
,A good way to think about a bidirectional mapping is that the is a query only field.,Neutral
,When hibernate says that you must management both sides of the relationship this is what is meant.,Neutral
,Doing it this way will result in one query for the save.,Neutral
,By using a cascade annotation you will find that as you add items to the cart and call save on it the sql generated will first delete all the existing items from the database and re-add them along with the new one every time you call save.,Neutral
,For a cart with 10 items instead of a single save you will have a delete and 10 new saves.,Neutral
,"Once user is logged in you need to save the status in your UserDefault = true"" and you need to check it when the application is launched in the AppDelegate class as stated above.",Neutral
,You should use an AND condition as you want the text to display only when both conditions are this condition for the hidden expression in visibility for your text-,Neutral
,As per documentation you can call multiple time send_keys method.,Neutral
,Try split url by ~2.,Neutral
,Java doc for selenium key is here,Neutral
,I am trying to flash an image using pack() and pack_forget().,Neutral
,"We are building a custom BMW, and the lights are run with Raspberry Pi.",Neutral
,"I have the LED blinkers working using gpiozero, but now I need to show it on a display on the dash.",Neutral
,I have tried the following code.,Neutral
,"Press the Hide Button and it disappears, press the Show Button and it appears.",Neutral
,The second example is supposed to flash 3 times like the blinker in your car on the dash.,Neutral
