id,dataset,text,oracle
1334,OrtuJIRA_test_2,Hmm not quite. Added this above entry to my web.xml but I'm unable to load  the jdbc driver oracle.jdbc.driver.OracleDriver. What's weird is that this  class is in Cocoon's normal classpath. How do I specify the classpath? Once I  get this answered (either here or in cocoon-users which I've also asked) I'll  close the bug.,0
1335,OrtuJIRA_test_2,It was looking good for jackrabbit for modeshape there is one more tweak required,0
1336,OrtuJIRA_test_2,You should do conn.getObject(entry null). In the AtomPub case it's actually going to be optimized if the entry is already an APPObjectEntry and no futher remote repository access will be done.,0
1337,OrtuJIRA_test_2,Are you using the latest Agent code? I had verified on with latest kvm agent jar copied to kvm host and tried. It worked without issues. Edision had implemented this with the above commit mentioned. Last Saturday I had verified it and its working .  Migrating volume across ZONE/Cluster wide is working perfectly.,0
1338,OrtuJIRA_test_2,Kishan If this is already merged can you change status to resolved??,0
1339,OrtuJIRA_test_2,Closing this record since 4.1.0 is now released.,0
1340,OrtuJIRA_test_2,closing since 4.1.0 is now released,0
1341,OrtuJIRA_test_2,Released in ClickIDE 2.2.0.0.,0
1342,OrtuJIRA_test_2,Hi Malcolm  updated for the latest check-style.  Christian,0
1343,OrtuJIRA_test_2,Committed revision 1517592.,0
1344,OrtuJIRA_test_2,Created an attachment (id=17244) Fix misspelled function names,0
1345,OrtuJIRA_test_2,reopening issue for a partial revert as requested by Tsuy see http://mail-archives.apache.org/mod_mbox/incubator-clerezza-dev/201009.mbox/%3CAANLkTikODvHWEzyUzsseJ7nZWjUDFhri6qKxjBmiS9WF@mail.gmail.com%3E,0
1346,OrtuJIRA_test_2,The tricky thing with all the stacktraces we have as of now is that they don't seem to be the cause of the issue. Something is eating all the memory and as a consequence stuff starts to go wrong in arbitrary places. We need to find whatever is eating the memory in the first place. It might be very well be releated to the security provider. Can you try to run a memory profiler and see whether you can spot what is holding all the memory?,0
1347,OrtuJIRA_test_2,Created an attachment (id=12961) [chain] CatalogFactoryBase,0
1348,OrtuJIRA_test_2,Plugman seems to not honour the npm proxy in fact. That's the problem.,0
1349,OrtuJIRA_test_2,resovled commits in comments,0
1350,OrtuJIRA_test_2,THis is now resolved and pushed to npm as 3.0.1. Uses npm's proxy configs in lazy-load module.,0
1351,OrtuJIRA_test_2,Ahhh sorry didn't realise that set -e took care of it for you.  I will have to go back and work out why it's failing but not triggering my CI system.  As such you can close this.,0
1352,OrtuJIRA_test_2,I can't reproduce this error.  I also can't properly navigate in your example since the UI doesn't properly work on a Nexus 4.  Tried on the Nexus 10 but your splash screen took too long.,0
1353,OrtuJIRA_test_2,true.,0
1354,OrtuJIRA_test_2,dupe CB-675. See my latest comment there regarding Cordova 2.1.0,0
1355,OrtuJIRA_test_2,I've just gotten a chance to look at this.  A few things jump out immediately.  1) I have to chew over the changes to Cayenne core a bit more.  Off hand they don't seem bad but something feels weird about it.  2) While I can appreciate the cut working like a remove it's a bit weird to be prompted to delete the item.  3) I can't paste an ObjEntity I just cut back to the same DataMap.  With the lack of an undo feature the only reasonable thing for me to do is a revert the datamap.  4) I think my font changed for labels.  I'll have to verify that.  Looking at #3 again actually I can't seem to paste at all.  I even tried creating a new DataMap and was unable to paste the ObjEntity to that.,0
1356,OrtuJIRA_test_2,in addition to that DataContext.newObject() shouldn't throw on classes that are not DataObjects.,0
1357,OrtuJIRA_test_2,I was actually trying to debug the issue and didn't see anything that looked like it would nuke the DataMap/DataNode under the DataDomain and was wondering if it was a visual issue but didn't try saving the model to see if it had actually deleted it.  Something about all that information disappearing was unsettling.  This is definitely a post 1.2 thing I think.  Thanks!,0
1358,OrtuJIRA_test_2,I don't think this is a bug -- you essentially moved files out from under a running instance something cassandra can't expect.  In the end sstablesplit should only be done offline.,0
1359,OrtuJIRA_test_2,bq. One possibility is that getToken of OPP can return hex value if it fails to encode bytes to UTF-8 instead of throwing error.  I can't think of how it would break anything to accept keys we previously rejected.,0
1360,OrtuJIRA_test_2,"""Not sure if the patch was pushed for review or not. In any case fixing the build is pretty trivial the changes made to ModificationStatement should just be reverted (and we should just pass the CL in argument to executeWithCondition() to SP.cas()).  Other than that: * I believe we now refuse CL.SERIAL for the cas() method (because CL.blockfor() throw an UnsupportedOperationException for SERIAL). Maybe we can make SERIAL mean """"wait for nothing on commit not even a local one"""" (which probably amount to making CL.blockfor() return 0 for SERIAL and adding a 'if' in WriteResponseHandler ctor to signal right away if blockfor is 0). * I don't think CL.ANY will really work as for normal writes since we don't generate hints for commit. Maybe we could (generate hints) ultimately btw but in the meantime it might make more sense to refuse it (and thus make the default for CAS be either SERIAL if we do the preceding point or ONE). * We don't call CL.validateForWrite() when calling CAS (and we shouldn't as it complains with SERIAL) but maybe we should add a validateForConditionalWrite that would at least check we have the right replication strategy when using the multi-DC specific CLs.""",0
1361,OrtuJIRA_test_2,patch attached.,0
1362,OrtuJIRA_test_2,The mutateLevel problem looks like what I predicted -- Windows won't let you rename over an existing file.,0
1363,OrtuJIRA_test_2,Duplicate of CASSANDRA-4587,0
1364,OrtuJIRA_test_2,And I notice that the marcuse/4338 line still doesn't have latency metrics if you'd like me to re-run for those stats I can. Just need to rebase off of CASSANDRA-6153 (or rewrite my tool to use a known good cassandra-stress,0
1365,OrtuJIRA_test_2,Updating patch against new 4164.patch-2.txt from CASSANDRA-4164.,0
1366,OrtuJIRA_test_2,I can't think of a good reason to snapshot the entire keyspace and doing so can dramatically increase the space needed to enable snapshot_before_compaction.,0
1367,OrtuJIRA_test_2,I think I'd rather have a CL option so it can still raise an error if you think (say) just one node is down but a second goes offline briefly as you run the loader.  But --skip-dead-nodes would also be reasonable.,0
1368,OrtuJIRA_test_2,Hi Brandon Let me know if the attached patch is sufficient... It looks like the following.  Address         DC          Rack        Status State   Load            Owns    Token                                                                                                                       143633478586163499463326301508681906517      10.123.42.165   us-east     1a          Down   Init    ?               ?       ?                                            10.42.134.229   us-east     1a          Up     Normal  1.74 GB         35.40%  33724529808132598296109669138912087817       10.93.19.6      us-east     1a          Down   Normal  1.78 GB         38.69%  99546828780538918038465713665698202555       10.93.74.164    us-east     1a          Up     Normal  120.37 MB       2.53%   103845090001698524309715695190561870103      10.123.59.26    us-east     1a          Up     Normal  1.15 GB         23.39%  143633478586163499463326301508681906517,0
1369,OrtuJIRA_test_2,(This is the Debian build of the 1.0.6 RC that Sylvain just put up),0
1370,OrtuJIRA_test_2,"""We can get average column size from row size / column count so we could make it """"If column size > N bytes or sstable is older than gc_grace_period.""""""",0
1371,OrtuJIRA_test_2,The attached patch combined with an `svn rm drivers/' should be enough to call this a Done Deal.,0
1372,OrtuJIRA_test_2,"""bq. CASSANDRA-2444 got in the way  I'm not sure what the right solution is here.  I buy the premise of 2444 that you don't necessarily want to get hammered by compaction when you're first starting up (warming up caches).  So I don't think """"check for compactions ever N seconds"""" is a great policy.  But I'm not sure """"check every N seconds starting M minutes after startup"""" is great either because it's not something a user will just guess when he's wondering """"why aren't compactions happening yet?""""  Any other ideas?""",0
1373,OrtuJIRA_test_2,"""Split out some fixes to the SSTII bytes tracker getting out of sync w/ the underlying stream and did some cleanup to make the streamed/file versions less divergent.  Also adds parallel compaction testing to LazilyCompactedRowTest.  CliTest and DefsTest generate compaction loads (in DefsTest's case on the Migrations CF -- haven't dug into CliTest as much) that break w/ parallel enabled although the test doesn't actually fail (argh).  Haven't figured out what's causing that and haven't come up with a way to reproduce in a """"real"""" test yet.  The DefsTest does mix lazy/nonlazy iteration in the merge which may be relevant.  bq. I'm also no proposing to complicate things.    You're right poor choice of words on my part.  Latest gives the merge executor a SynchronousQueue.  I think that's a better way to cut worst-case than the Deserializer for the reason given previously.  bq. 'if...instanceof' business is a bit error prone/ugly  Agreed. Added getColumnCount + reset to ICountableColumnIterator sub-interface.  bq. say how multithreaded_compaction is different from concurrent_compactors and that multithread_compaction is likely only useful for SSDs in cassandra.yaml  done  bq. The bytesRead """"race"""" should also be fixed in CompactionIterable  done  bq. I would have put the code in CompactedRow.close() at the end of the LCR.write() instead of adding a new method as it avoids forgetting calling close   I did consider that but it feels weird to me to have write implicitly call close.  I guess we could just change the method name? :)  bq. We can make PreCompactedRow.removeDeletedAndOldShards a public method and use it in PCI.MergeTask  done""",0
1374,OrtuJIRA_test_2,bq. guess we need to supply a tool to rename sstables files if anyone is on longer names?  We probably don't need to do anything. I don't think anyone is really using names long enough for them to it the file system limit the goal of limiting the names is just so to prevent this from happening but there will be no other assumption that the names are short from the code.  I also don't think anything will prevent rolling upgrades do you had something in mind?  Note: I have a long flight ahead of me so I plan to update my last patch with both those changes as I still like the moving of all the directories handling in a dedicated class even if we don't support both layout.,0
1375,OrtuJIRA_test_2,"""bq. I'm not sure I understand are you saying that B would violate this or just that the status quo does?  I'm saying B would violate this yes. B was """"bootstrap from the right token but if that one isn't up bootstrap from any other token preferring the closer ones"""" right? I'm saying we can't just automatically choose another token if the user didn't specifically say it's ok.""",0
