ID,Polarity,Text
790,0,"""(If it's just reading ints I was thinking just write 4-byte ints. That's got to be the fastest of all.)  The author would be Ted really his call. If it's more of an example for the book it could be attached to the book. If it stays that's cool too just need to have a think about fixing/documenting the issues raised here.  You've raised a different an interesting point about performance though. You find that the slow-down is actually in addToVector where it converts a String to byte[]? The thing is the corresponding line in the """"fast"""" version skips this step and adds null.  Indeed also passing null in the """"normal"""" version makes it twice as fast for me. It's still twice as slow as the """"fast"""" version though. But I do wonder whether the example deserves a bit more attention. I may not know what I'm doing. Is that a difference that shouldn't exist between the two benchmarks?"""
791,0,OK understood. Can you re-create the patch? It's out of sync with head at the moment.
792,0,I see what you mean
793,0,Just some variations
794,0,"""{quote} This wasn't a problem with my patch right?  That was an issue of the mahout script in trunk itself? {quote}  Yes it was a problem with the script in trunk. I believe this was due to the fact that the job files were on the classpath instead of all of the dependency jars. Adding the job files to the classpath does not add the dependency jars they contain to the classpath as well. So no you didn't add this but it should be fixed (and is in the patch)  {quote} What is the -core option for?  I've never used it how does it work? {quote}  when you're running bin/mahout in the context of a build the -core option is used to tell it to use the build classpath instead of the classpath used for a binary release. This just follows the pattern established (by Doug?) in the hadoop and nutch launch scripts.  {quote} Also added a help message for the 'run' argument. {quote}  near line 72 in bin/mahout: (this is different from the --help question I had)  {code}   echo """"  seq2sparse            generate sparse vectors from a sequence file""""   echo """"  vectordump            dump vectors from a sequence file""""   echo """"  run                   run mahout tasks using the MahoutDriver see: http://cwiki.apache.org/MAHOUT/mahoutdriver.html"""" {code}  {quote} So you already added the ability to load via classpath right? If we merge that way of thinking with what I'm currently working on (having a configurable """"MAHOUT_CONF_DIR"""" which is used for all these props files) we could just have the mahout shell script just add MAHOUT_CONF_DIR to the classpath (the way you already have it adding the hardwired core/src/main/resources directory) and then it would work that way. {quote}  Yep that should do it as long as MAHOUT_CONF_DIR appears before src/main/resources we should be good to go. It should be added outside of the section of the script that determines if -core has been specified on the command-line.  """
795,0,The inline patch came out garbled. Same patch attached.
796,0,It could have been created as a patch and that is far as its gotten.   Assuming that we're talking we're just talking about creating a simple .snk to create strongly named assemblies when talking about signing assembly:  I didn't see a .snk file in the Lucene.Net_2_9_4g branch when setting up the build scripts. I haven't looked in trunk yet.    The Lucene.Net_4e branch should have a already have a snk. I could add the same snk file to trunk and the 2.9.4 branch when I go add the build scripts to the trunk this weekend so that all the branches are building strong assemblies.  Someone would still need to go back to the tag and create a 2.9.2 version using the snk whenever the next release does come out.
797,0,Hi Bianco First of all could you add a apache licence to the file VectorHighlightMapper.cs?  Your work is very good and pass all tests but it is not like just a simple bug fix and there is a divergence from FVH java. This makes life hard while making new versions' ports.  All Lucene.Net community! Any idea about what  we should do?  DIGY
798,0,Following the recent facets work I think that as part of this issue we should do the following two things (in addition to what I described above):  * Make OrdinalPolicy an enum with two constants (ALL/NO_PARENTS). It's already hard to support just these two (see LUCENE-4610 and LUCENE-4600) and it's not at all clear how to support arbitrary OrdinalPoilcy-ies that users will provide. ** Rather if one really wishes to encode only say levels 3 and below he can extend FacetFields and provide his own CategoryListBuilder. ** For the search side he'll need to provide whatever will work for him (I cannot even describe here what API exactly because of the complexity)  * Nuke PathPolicy. One can extend FacetFields and provide his own DrillDownStream. I'll need to check about that one but it looks like we can get rid of it too.
799,0,"""I just glanced through in general: this is similar to the hack patch i used exploring LUCENE-4089 though I just used a Map<StringString>.  The part i didnt like when exploring was more related to how term index/term dictionary are separated: {quote} divisor: generalize this into something simple like a Map<StringString> of codec """"parameters"""" that you set on IWC/IR. split divisor from """"don't load terms index"""". define these as constants where they belong. I got unhappy here in the """"splitting"""" part because I wanted the divisor part in TermsIndexReaderBase but that doesnt extend FieldsProducer (where i wanted the """"don't load"""" part) and wrap the terms dict instead its backwards and terms dict wraps the TermsIndexReaderBase... maybe we should fix that too? I think this confusing the way it is but I didnt look at how difficult this would be. {quote}  But I think maybe I was trying to tackle too much at once... still as an """"untyped"""" parameter I thought it would be useful to fix the semantics all in one break rather than causing confusion down the road. """
800,0,I commented out the assertion for this test ... it's not valid.
801,0,Patch adds maybeRefreshBlocking which blocks on refreshLock. It also:  * Renames reopenLock to refreshLock * Shares the refresh logic between maybeRefresh and maybeRefreshBlocking. * Switches to use ReentrantLock instead of Semaphore(1): ** It allows to protectively obtain the lock in doMaybeRefresh (see comment in the code) ** It is better in general because it's equivalent to Semaphore(1) yet protects against an accidental bug where someone changes Semaphore(1) to Semaphore(>1).  I'll add a CHANGES entry after the patch is reviewed and we agree on the approach.
802,0,"""lemme see if I can help with the test. I feel bad I didn't supply one with the prototype patch.  About the Solr integration: this looks good! We can use a similar approach for autosuggest too so this could configure the analyzer for LUCENE-3842.  I wonder if we should allow separate configuration of """"index"""" and """"query"""" analyzers? I know I came up with some use-cases for that for autosuggest but I'm not sure about spellchecking. I guess it wouldn't be overkill to allow it though."""
803,0,"""bq. I assumed modules doesn't need to be self-contained like Lucene or Solr. I can fix that by enforcing tools' compilation in that macro... I'll do that. bq. Steve will you double check again if everything works  Yes everything works for me now thanks!  bq. and commit this in?  Is there some reason why you can't do this?  IMO committers should commit their own work.  bq. I didn't put an entry into CHANGES so you'd have to add it if it qualifies at all to be mentioned there.  IMO this definitely warrants a CHANGES.txt entry.  This should also be backported to branch_3x.  bq. This reminds me of the """"infrastructure tools"""" problem we had in Carrot2. We finally decided to simply have them as a stand-alone project living within the same repository space with a stored versioned binary artefact updated when tools had to be updated (rarely). This does version a binary file but you don't need to worry about recompiling things over and over.  +1 to do this for this and any other Lucene/Solr Ant tasks."""
804,0,From the dev list didn't want to lose this background (or make Uwe type it again <G>)  The idea was to maybe replace RAMDirectory by a âcloneâ¿ of MMapDirectory that uses large DirectByteBuffers outside the JVM heap. The current RAMDirectory is very limited (buffersize hardcoded to 8 KB if you have a 50 Gigabyte Index in this RAMDirectory your GC simply drives crazy â we investigated this several times for customers. RAMDirectory was in fact several times slower than a simple disk-based MMapDir). Also the locking on the RAMFile class is horrible as for large indexes you have to change buffer several times when seeking/reading/â¦ which does heavily locking. In contrast MMapDir is completely lock-free!   Until there is no replacement we will not remove it but the current RAMDirectory is not useable for large indexes. Thatâs a limitation and the design of this class does not support anything else. Itâs currently unfixable and instead of putting work into fixing it the time should be spent in working on a new ByteBuffer-based RAMDir with larger blocs/blocs that merge or IOContext helping to calculate the file size before writing it (e.g. when triggering a merge you know the approximate size of the file before so you can allocate a buffer thatâs better than 8 Kilobytes). Also directByteBuffer helps to make GC happy as the RAMdir is outside JVM heap.....  RAMdir uses more time for switching buffers than reading the data. The problem is that MMapDir does not support *writing* and that why we plan to improve this. Have you tried MMapDir for read access in comparison to RAMDirectory for a larger index it outperforms several times (depending on OS and if file data is in FS cache already). The new directory will simply mimic the MMapIndexInput add MMapIndexOutput but not based on a mmapped buffer instead a in-memory (Direct)ByteBuffer (outside or inside JVM heap â both will be supported). This simplifies code a lot.   The discussions about the limitations of crappy RAMDirectory were discussed on conferences sorry. We did *not*decide to remove it (without a patch/replacement). The whole âmessageâ¿ on the issue was that RAMDirectory is a bad idea. The recommended approach at the moment to handle large in-ram directories would be to use a tmpfs on Linux/Solaris and use MMapDir on top (for larger indexes). The MMap would then directly map the RAM of the underlying tmpfs.....
